Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code_postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Nombre_d_eleves;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordX_origine;coordY_origine;epsg_origine;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;multi_uai;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_circonscription;code_zone_animation_pedagogique;libelle_zone_animation_pedagogique;code_bassin_formation;libelle_bassin_formation
0312074L;Ecole maternelle publique Jean Moulin;Ecole;Public;Rue Jean Moulin;;31530 LEVIGNAC;31530;31297;Lévignac;031;16;76;1;0;;;;0561857170;;;ce.0312074L@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21310297300038;82;;43.66623994673089, 1.1967097966817668;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;554530.6;6286905.7;EPSG:2154;Circonscription d'inspection du 1er degré de Leguevin;43.66623994673089;1.1967097966817668;Numéro de rue;1983-03-14;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0312337X;;;0312920F;;;16127;TOULOUSE NORD-OUEST
0312078R;Ecole élémentaire publique Molière;Ecole;Public;34 rue Sainte Lucie;;31300 TOULOUSE;31300;31555;Toulouse;031;16;76;0;1;;;;0777315860;;;ce.0312078R@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21310555402179;144;;43.59339282820351, 1.4310780717936866;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;573273.3;6278407.5;EPSG:2154;Circonscription d'inspection du 1er degré de Toulouse Reynerie - Sept Deniers;43.59339282820351;1.4310780717936866;Numéro de rue;1983-03-14;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0310037X;;;0312826D;;;16126;TOULOUSE OUEST
0312095J;Ecole élémentaire publique Saint-Exupéry;Ecole;Public;Square Saint-Exupéry;;31600 MURET;31600;31395;Muret;031;16;76;0;1;;;;0561513325;;;ce.0312095J@ac-toulouse.fr;1;0;1;;;;;;;;;;;;;;;21310395500075;194;;43.465465607160155, 1.3335396373720438;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;565095.9;6264353.5;EPSG:2154;Circonscription d'inspection du 1er degré de Muret;43.465465607160155;1.3335396373720438;Rue;1984-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0311319R;;;0311339M;;;16107;MURET
0312096K;Ecole élémentaire publique Emile Zola;Ecole;Public;7 rue Emile Zola;;31190 AUTERIVE;31190;31033;Auterive;031;16;76;0;1;;;;0561506116;;;ce.0312096K@ac-toulouse.fr;1;0;1;;;;;;;;;;;;;;;21310033200047;218;;43.3522366790506, 1.4703501055097312;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;575925.8;6251545.7;EPSG:2154;Circonscription d'inspection du 1er degré d'Auterive;43.3522366790506;1.4703501055097312;Numéro de rue;1992-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0310084Y;;;0313170C;;;16107;MURET
0312098M;Ecole primaire publique Borde d'Olivier;Ecole;Public;14 avenue des Hortensias;;31240 L UNION;31240;31561;L'Union;031;16;76;1;1;;;;0561743537;;;ce.0312098M@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21310561200039;381;;43.65682318519586, 1.4782302495773632;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;577217.3;6285381.2;EPSG:2154;Circonscription d'inspection du 1er degré de Castelginest;43.65682318519586;1.4782302495773632;Numéro de rue;1984-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0311094W;;;0313169B;;;16110;TOULOUSE NORD
0312100P;Ecole maternelle publique Viollet le Duc;Ecole;Public;23 rue Viollet Le Duc;;31100 TOULOUSE;31100;31555;Toulouse;031;16;76;1;0;;;;0664586984;;;ce.0312100P@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21310555402815;67;;43.58115466532162, 1.392069608471454;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;570095.2;6277111.0;EPSG:2154;Circonscription d'inspection du 1er degré de Toulouse Empalot - Lardenne;43.58115466532162;1.392069608471454;Numéro de rue;1984-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0311718Z;;;0312793T;;;16126;TOULOUSE OUEST
0312101R;Ecole maternelle publique Montizalguier;Ecole;Public;Rue de Guéthary;;31240 L UNION;31240;31561;L'Union;031;16;76;1;0;;;;0561096117;;;ce.0312101R@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21310561200120;74;;43.650534792903, 1.4849078308401613;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;577742.6;6284672.1;EPSG:2154;Circonscription d'inspection du 1er degré de Castelginest;43.650534792903;1.4849078308401613;Rue;1984-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0311094W;;;0313169B;;;16110;TOULOUSE NORD
0312103T;Ecole maternelle publique;Ecole;Public;1 place du 8 Mai 1945;LA PLAINE DE CAVAILLE;31330 LARRA;31330;31592;Larra;031;16;76;1;0;;;;0561828158;;;ce.0312103T@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21310592700049;120;;43.73899138495921, 1.2315300868288428;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;557520.1;6294925.2;EPSG:2154;Circonscription d'inspection du 1er degré de Fronton;43.73899138495921;1.2315300868288428;Numéro de rue;1984-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0310008R;;;0312789N;;;16127;TOULOUSE NORD-OUEST
0312110A;Ecole élémentaire publique Jules Ferry;Ecole;Public;109 avenue de Fronton;;31200 TOULOUSE;31200;31555;Toulouse;031;16;76;0;1;;;;0614252447;;;ce.0312110A@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;REP;;21310555400827;276;;43.63285479322702, 1.4325805922248338;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;573481.7;6282790.0;EPSG:2154;Circonscription d'inspection du 1er degré de Toulouse Nougaro Les 2 mers;43.63285479322702;1.4325805922248338;Numéro de rue;1984-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0311112R;;;0312014W;;;16110;TOULOUSE NORD
0312120L;Ecole élémentaire publique Alphonse Daudet;Ecole;Public;4 avenue Montaigne;;31830 PLAISANCE DU TOUCH;31830;31424;Plaisance-du-Touch;031;16;76;0;1;;;;0561863460;;;ce.0312120L@ac-toulouse.fr;0;0;1;;;;;;;;;;;;;;;21310424300125;395;;43.56396078970063, 1.3022305369023295;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;562797.1;6275352.4;EPSG:2154;Circonscription d'inspection du 1er degré de Tournefeuille;43.56396078970063;1.3022305369023295;Numéro de rue;1985-03-20;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0312071H;;;0312349K;;;16108;TOULOUSE SUD-OUEST
0312148S;Ecole maternelle publique le blé en herbe;Ecole;Public;4 avenue Montaigne;;31830 PLAISANCE DU TOUCH;31830;31424;Plaisance-du-Touch;031;16;76;1;0;;;;0561863412;;;ce.0312148S@ac-toulouse.fr;0;0;0;;;;;;;;;;;;;;;21310424300117;181;;43.563769013060494, 1.3028005545579668;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;562842.7;6275330.1;EPSG:2154;Circonscription d'inspection du 1er degré de Tournefeuille;43.563769013060494;1.3028005545579668;Numéro de rue;1986-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0312071H;;;0312349K;;;16108;TOULOUSE SUD-OUEST
0312154Y;Ecole élémentaire publique Jean Macé;Ecole;Public;3 chemin de Duroux;;31500 TOULOUSE;31500;31555;Toulouse;031;16;76;0;1;;;;0664586761;;;ce.0312154Y@ac-toulouse.fr;1;0;1;;;;;;;;;;;;;;;21310555400645;234;;43.59576301091337, 1.4786397897199677;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;577119.6;6278595.7;EPSG:2154;Circonscription d'inspection du 1er degré de Toulouse Rangueil - Les Carmes;43.59576301091337;1.4786397897199677;Numéro de rue;1986-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0310085Z;;;0312825C;;;16109;TOULOUSE CENTRE
0312155Z;Ecole élémentaire publique Littré;Ecole;Public;2 place Paul Bertier;;31300 TOULOUSE;31300;31555;Toulouse;031;16;76;0;1;;;;0601080748;;;ce.0312155Z@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;REP;;21310555402484;139;;43.60805136348245, 1.3777798500180434;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;569002.3;6280123.3;EPSG:2154;Circonscription d'inspection du 1er degré de Toulouse Reynerie - Sept Deniers;43.60805136348245;1.3777798500180434;Numéro de rue;1986-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0310037X;;;0312826D;;;16126;TOULOUSE OUEST
0312157B;Ecole élémentaire publique Léonard de Vinci;Ecole;Public;3 rue des Ecoles;;31780 CASTELGINEST;31780;31116;Castelginest;031;16;76;0;1;;;;0561702375;;;ce.0312157B@ac-toulouse.fr;1;0;1;;;;;;;;;;;;;;;21310116500057;324;;43.693810398703484, 1.4287098605387507;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;573304.1;6289569.2;EPSG:2154;Circonscription d'inspection du 1er degré de Castelginest;43.693810398703484;1.4287098605387507;Numéro de rue;1986-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0312478A;;;0313169B;;;16110;TOULOUSE NORD
0312205D;Ecole maternelle publique les Garosses;Ecole;Public;2 rue Neuve;;31330 GRENADE;31330;31232;Grenade;031;16;76;1;0;;;;0561355376;;;ce.0312205D@ac-toulouse.fr;0;0;0;;;;;;;;;;;;;;;21310232000107;51;;43.7580856272349, 1.332009738023674;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;565659.0;6296870.5;EPSG:2154;Circonscription d'inspection du 1er degré de Fronton;43.7580856272349;1.332009738023674;Numéro de rue;1988-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;031037;101;ECOLE MATERNELLE;99;0310008R;;;0312789N;;;16127;TOULOUSE NORD-OUEST
0312252E;Ecole élémentaire publique;Ecole;Public;Village;;31160 ROUEDE;31160;31461;Rouède;031;16;76;0;1;;;;0561902976;;;ce.0312252E@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21310461500025;19;;43.053036717654905, 0.8817899421949281;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;527303.7;6219397.3;EPSG:2154;Circonscription d'inspection du 1er degré de Montréjeau;43.053036717654905;0.8817899421949281;Numéro de rue;1989-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;031008;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0310035V;;;0312866X;;;16106;COMMINGES
0312256J;Ecole maternelle publique;Ecole;Public;Village;;31580 LECUSSAN;31580;31289;Lécussan;031;16;76;1;0;;;;0561957333;;;ce.0312256J@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21310289000034;17;;43.159221031206975, 0.4990296738834827;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;496481.0;6232109.9;EPSG:2154;Circonscription d'inspection du 1er degré de Montréjeau;43.159221031206975;0.4990296738834827;Numéro de rue;1989-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;031028;101;ECOLE MATERNELLE;99;0310005M;;;0312866X;;;16106;COMMINGES
0312305M;Ecole maternelle publique Lannes;Ecole;Public;Hameau de Lannes;;31160 MONTASTRUC DE SALIES;31160;31357;Montastruc-de-Salies;031;16;76;1;0;;;;0561905395;;;ce.0312305M@ac-toulouse.fr;0;0;0;;;;;;;;;;;;;;;21310357500030;20;;43.03015178792573, 0.8946194996499497;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;528281.6;6216825.7;EPSG:2154;Circonscription d'inspection du 1er degré de Montréjeau;43.03015178792573;0.8946194996499497;Numéro de rue;1991-09-10;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;031008;101;ECOLE MATERNELLE;99;0310035V;;;0312866X;;;16106;COMMINGES
0312315Y;Ecole maternelle publique Clairfont;Ecole;Public;9 avenue du Général de Gaulle;;31120 PORTET SUR GARONNE;31120;31433;Portet-sur-Garonne;031;16;76;1;0;;;;0561726160;;;ce.0312315Y@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21310433400114;105;;43.530559278823404, 1.4133496949725415;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;571701.2;6271454.0;EPSG:2154;Circonscription d'inspection du 1er degré de Portet sur Garonne;43.530559278823404;1.4133496949725415;Numéro de rue;1995-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0311093V;;;0311105H;;;16108;TOULOUSE SUD-OUEST
0312324H;Ecole élémentaire publique Maurice Jacquier;Ecole;Public;7 rue du Poitou;;31100 TOULOUSE;31100;31555;Toulouse;031;16;76;0;1;;;;0665646914;;;ce.0312324H@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;REP;;21310555402906;135;;43.57524042077213, 1.4184299293405807;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;572211.4;6276410.8;EPSG:2154;Circonscription d'inspection du 1er degré de Toulouse Empalot - Lardenne;43.57524042077213;1.4184299293405807;Numéro de rue;1995-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0311718Z;;;0312793T;;;16126;TOULOUSE OUEST
0312334U;Ecole élémentaire publique Georges Bastide;Ecole;Public;8 rue du Recteur Dottin;;31100 TOULOUSE;31100;31555;Toulouse;031;16;76;0;1;;;;0664586574;;;ce.0312334U@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;REP+;;21310555400603;258;;43.56014502289212, 1.3982910578442522;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;570550.4;6274766.2;EPSG:2154;Circonscription d'inspection du 1er degré de Toulouse Reynerie - Sept Deniers;43.56014502289212;1.3982910578442522;Numéro de rue;1993-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0311630D;;;0312826D;;;16126;TOULOUSE OUEST
0312388C;Ecole maternelle publique Jean-Claude Gouze;Ecole;Public;Rue du Port Haut;;31330 GRENADE;31330;31232;Grenade;031;16;76;1;0;;;;0561828524;;;ce.0312388C@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21310232000065;140;;43.76740720444765, 1.2985194026392928;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;562984.4;6297963.7;EPSG:2154;Circonscription d'inspection du 1er degré de Fronton;43.76740720444765;1.2985194026392928;Numéro de rue;1993-09-13;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;031037;101;ECOLE MATERNELLE;99;0310008R;;;0312789N;;;16127;TOULOUSE NORD-OUEST
0312401S;Ecole élémentaire publique  Roger Sudre;Ecole;Public;Rue Roger Montpezat;;31250 REVEL;31250;31451;Revel;031;16;76;0;1;;;;0561835457;;;ce.0312401S@ac-toulouse.fr;1;0;1;;;;;;;;;;;;;;;21310451600058;228;;43.460879059307146, 2.006930491238879;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;619598.3;6262925.7;EPSG:2154;Circonscription d'inspection du 1er degré de Lanta;43.460879059307146;2.006930491238879;Numéro de rue;1994-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0311690U;;;0311102E;;;16128;TOULOUSE EST
0312430Y;Ecole primaire publique Marthe Tricoire;Ecole;Public;Village;;31380 ROQUESERIERE;31380;31459;Roquesérière;031;16;76;1;1;;;;0561843466;;;ce.0312430Y@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21310459900039;55;;43.73412723405355, 1.637689578735692;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;590230.0;6293736.0;EPSG:2154;Circonscription d'inspection du 1er degré de Rouffiac-Tolosan;43.73412723405355;1.637689578735692;Ville;1995-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;031018;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0311094W;;;0311101D;;;16110;TOULOUSE NORD
0312493S;Ecole élémentaire publique Jean Mermoz;Ecole;Public;20 rue du Maréchal Lyautey;;31600 MURET;31600;31395;Muret;031;16;76;0;1;;;;0561564350;;;ce.0312493S@ac-toulouse.fr;0;0;1;;;;;;;;;;;;;;;21310395500109;250;;43.46786928160009, 1.3337800949437657;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;565121.0;6264620.2;EPSG:2154;Circonscription d'inspection du 1er degré de Muret;43.46786928160009;1.3337800949437657;Numéro de rue;1997-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0311319R;;;0311339M;;;16107;MURET
0312519V;Ecole primaire publique;Ecole;Public;Village;;31450 MONTBRUN LAURAGAIS;31450;31366;Montbrun-Lauragais;031;16;76;1;1;;;;0562711029;;;ce.0312519V@ac-toulouse.fr;0;0;0;;;;;;;;;;;;;;;21310366600045;89;;43.4570168437454, 1.52384961915532;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;580482.5;6263108.0;EPSG:2154;Circonscription d'inspection du 1er degré de Villefranche de Lauragais;43.4570168437454;1.52384961915532;Numéro de rue;1998-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;031043;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0311573S;;;0311942T;;;16128;TOULOUSE EST
0312573D;Ecole maternelle publique Amouroux;Ecole;Public;4 rue de Saint-Tropez;;31500 TOULOUSE;31500;31555;Toulouse;031;16;76;1;0;;;;0699146687;;;ce.0312573D@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21310555401825;95;;43.629578108429385, 1.4675497459504223;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;576296.9;6282370.5;EPSG:2154;Circonscription d'inspection du 1er degré de Toulouse Jolimont -Borderouge;43.629578108429385;1.4675497459504223;Numéro de rue;2000-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0311111P;;;0312824B;;;16110;TOULOUSE NORD
0312593A;Ecole maternelle publique;Ecole;Public;Village;;31800 SAUX ET POMAREDE;31800;31536;Saux-et-Pomarède;031;16;76;1;0;;;;0561953764;;;ce.0312593A@ac-toulouse.fr;0;0;0;;;;;;;;;;;;;;;21310536400037;21;;43.15322344931337, 0.7176194157317908;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;514244.5;6230904.6;EPSG:2154;Circonscription d'inspection du 1er degré de Saint-Gaudens;43.15322344931337;0.7176194157317908;Numéro de rue;2001-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;031032;101;ECOLE MATERNELLE;99;0310083X;;;0311108L;;;16106;COMMINGES
0312617B;Ecole maternelle publique Nicolas Poussin;Ecole;Public;53 bis chemin de l'Oustalet;;31140 AUCAMVILLE;31140;31022;Aucamville;031;16;76;1;0;;;;0561701911;;;ce.0312617B@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21310022500050;168;;43.6678246144472, 1.4252639792724475;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;572968.7;6286687.4;EPSG:2154;Circonscription d'inspection du 1er degré de Castelginest;43.6678246144472;1.4252639792724475;Numéro de rue;2002-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0312139G;;;0313169B;;;16110;TOULOUSE NORD
0312618C;Ecole maternelle publique;Ecole;Public;Rue de la Commanderie;;31380 GARIDECH;31380;31212;Garidech;031;16;76;1;0;;;;0561848266;;;ce.0312618C@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21310212200040;71;;43.710271606845865, 1.5621899552404381;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;584098.9;6291193.2;EPSG:2154;Circonscription d'inspection du 1er degré de Rouffiac-Tolosan;43.710271606845865;1.5621899552404381;Numéro de rue;2002-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0311094W;;;0311101D;;;16110;TOULOUSE NORD
0312681W;Ecole maternelle publique les Tibaous;Ecole;Public;5 rue Albert Carovis;;31100 TOULOUSE;31100;31555;Toulouse;031;16;76;1;0;;;;0609241785;;;ce.0312681W@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21310555402948;175;;43.55029726098677, 1.3843295671733236;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;569399.8;6273694.9;EPSG:2154;Circonscription d'inspection du 1er degré de Toulouse Empalot - Lardenne;43.55029726098677;1.3843295671733236;Numéro de rue;2003-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0311718Z;;;0312793T;;;16126;TOULOUSE OUEST
0312709B;Ecole primaire Christian Blanc;Ecole;Public;12 rue Suzanne Lacore;;31270 CUGNAUX;31270;31157;Cugnaux;031;16;76;1;1;;;;0534478672;;;ce.0312709B@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21310157900166;369;;43.53690363531841, 1.3546694697230166;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;566971.6;6272256.1;EPSG:2154;Circonscription d'inspection du 1er degré de Portet sur Garonne;43.53690363531841;1.3546694697230166;Numéro de rue;2004-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0311093V;;;0311105H;;;16108;TOULOUSE SUD-OUEST
0312722R;Ecole primaire publique Olympe de Gouges;Ecole;Public;12 rue Virginia Woolf;;31200 TOULOUSE;31200;31555;Toulouse;031;16;76;1;1;;;;0601655728;;;ce.0312722R@ac-toulouse.fr;0;0;0;;;;;;;;;;;;;;;21310555403011;334;;43.654516093000474, 1.4396497623937492;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;574099.8;6285185.6;EPSG:2154;Circonscription d'inspection du 1er degré de Toulouse Nougaro Les 2 mers;43.654516093000474;1.4396497623937492;Numéro de rue;2005-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0311265G;;;0312014W;;;16110;TOULOUSE NORD
0312794U;école maternelle publique;Ecole;Public;1 route de Lézat;;31190 MAURESSAC;31190;31330;Mauressac;031;16;76;1;0;;;;0561990264;;;ce.0312794U@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21310330200039;67;;43.32088611549486, 1.4277395226969853;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;572400.6;6248129.3;EPSG:2154;Circonscription d'inspection du 1er degré d'Auterive;43.32088611549486;1.4277395226969853;Numéro de rue;2009-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;031053;101;ECOLE MATERNELLE;99;0310084Y;;;0313170C;;;16107;MURET
0312841V;Ecole maternelle publique de la croix de l'olivier;Ecole;Public;13 rue Mont Vallier;;31220 CAZERES;31220;31135;Cazères;031;16;76;1;0;;;;0561877349;;;ce.0312841V@ac-toulouse.fr;0;0;0;;;;;;;;;;;;;;;21310135500104;59;;43.20743269272347, 1.0934094766464315;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;544967.8;6236118.3;EPSG:2154;Circonscription d'inspection du 1er degré de Rieux-Volvestre;43.20743269272347;1.0934094766464315;Numéro de rue;2012-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0310012V;;;0311109M;;;16106;COMMINGES
0312849D;Ecole élémentaire publique;Ecole;Public;6 allée d'Enbernadet;PRADERE LES BOURGUETS;31530 LASSERRE PRADERE;31530;31277;Lasserre-Pradère;031;16;76;0;1;;;;0962014182;;;ce.0312849D@ac-toulouse.fr;0;0;0;;;;;;;;;;;;;;;20000328300047;156;;43.64339640537511, 1.166799928257143;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;552059.3;6284423.2;EPSG:2154;Circonscription d'inspection du 1er degré de Leguevin;43.64339640537511;1.166799928257143;Numéro de rue;2012-02-27;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0312337X;;;0312920F;;;16127;TOULOUSE NORD-OUEST
0312853H;Ecole primaire privée hors contrat Mon école my school 31;Ecole;Privé;20 rue Théron de Montauge;;31200 TOULOUSE;31200;31555;Toulouse;031;16;76;1;1;;;;0618206641;;;info@monecolebilingue.com;0;0;0;;;;;;;;;;;;;;;53335176300024;;;43.63579614125618, 1.484579809142515;HORS CONTRAT;Haute-Garonne;Toulouse;Occitanie;577684.7;6283034.9;EPSG:2154;Circonscription d'inspection du 1er degré de Toulouse Nougaro Les 2 mers;43.63579614125618;1.484579809142515;Numéro de rue;2012-03-17;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;10;;;;0312014W;;;16110;TOULOUSE NORD
0312871C;Ecole primaire publique Niboul;Ecole;Public;9 rue Arria Ly;;31200 TOULOUSE;31200;31555;Toulouse;031;16;76;1;1;;;;0665642420;;;ce.0312871C@ac-toulouse.fr;0;0;0;;;;;;;;;;;;;;;21310555403201;312;;43.6400257262731, 1.4500320483205769;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;574905.8;6283559.0;EPSG:2154;Circonscription d'inspection du 1er degré de Toulouse Nougaro Les 2 mers;43.6400257262731;1.4500320483205769;Numéro de rue;2013-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0311112R;;;0312014W;;;16110;TOULOUSE NORD
